user_id,S1_outflow_regularity,S2_committed_share,S3_commitment_load,S4_commitment_fluctuation,S5_discretionary_share,S6_debt_service,S7_payment_friction,spending_factor,_monthly_income,_monthly_outflow,_dti,_discretionary_share,T1_income_regularity,T2_income_confirmation,T3_debt_stability,T4_liability_stability,T5_savings_behaviour,preference_multiplier,stability_factor,spending_band,stability_band
user_156,56.04,54.54,67.94,90.48,35.25,100.0,90,66.3,32340.0,18135.91,0.0,0.21,100.0,60.0,100.0,95.0,100.0,1.07,95.5,mixed,dependable
user_157,83.02,49.4,72.17,90.05,59.62,100.0,100,76.4,33250000.0,18576047.53,0.0,0.15,84.55,45.0,100.0,100.0,100.0,1.05,86.5,steady,dependable
user_158,77.83,62.88,58.97,88.82,46.02,100.0,100,72.6,213873.41,137060.69,0.0,0.18,87.05,60.0,100.0,100.0,100.0,1.0,86.8,steady,dependable
user_159,89.46,47.6,58.29,81.18,45.72,100.0,100,71.7,12560.25,10376.47,0.0,0.19,93.22,35.0,100.0,100.0,57.95,1.05,77.3,steady,dependable
user_160,78.33,72.62,49.13,92.71,85.45,60.33,100,74.5,1672.0,1185.34,0.12,0.09,100.0,80.0,100.0,94.8,97.02,1.02,95.5,steady,dependable
user_161,81.88,60.05,0.0,86.67,71.21,100.0,100,64.7,,25426719.07,0.0,0.12,0.0,80.0,100.0,95.85,0.0,1.07,52.8,mixed,watch
user_162,71.72,41.16,72.15,80.19,25.08,100.0,100,66.7,22674600.0,14599228.03,0.0,0.24,100.0,80.0,100.0,91.86,100.0,1.06,99.4,mixed,dependable
user_163,81.46,52.12,54.49,85.96,45.83,49.17,100,65.4,30400000.0,26534238.28,0.15,0.19,100.0,60.0,100.0,94.37,42.39,1.04,80.7,mixed,dependable
user_164,84.66,55.53,41.36,86.01,72.38,100.0,100,73.0,26562000.0,26483195.63,0.0,0.12,100.0,60.0,100.0,94.97,0.99,1.01,70.1,steady,dependable
user_165,78.54,60.99,65.09,82.39,56.95,100.0,85,73.2,121000.0,70718.11,0.0,0.16,100.0,0.0,75.0,100.0,100.0,1.09,77.7,steady,dependable
user_166,77.72,51.02,66.23,84.23,23.14,100.0,90,67.3,2219.99,1389.04,0.0,0.24,86.11,70.0,100.0,100.0,100.0,1.02,90.8,mixed,dependable
user_167,89.17,72.2,32.01,76.52,97.59,53.07,100,72.7,47740.0,44642.38,0.14,0.06,100.0,50.0,100.0,100.0,21.63,1.04,74.7,steady,dependable
user_168,82.94,46.04,59.24,91.89,10.73,100.0,100,66.1,137150.0,123024.28,0.0,0.27,80.22,45.0,100.0,100.0,34.33,1.02,69.5,mixed,watch
user_169,76.38,45.49,59.67,90.7,12.43,100.0,100,65.0,33000.0,28838.56,0.0,0.27,100.0,60.0,100.0,100.0,42.03,1.07,83.9,mixed,dependable
user_170,42.5,55.41,46.29,85.96,73.21,51.8,100,60.8,38760000.0,36259057.16,0.14,0.12,100.0,60.0,100.0,100.0,21.51,1.02,75.8,mixed,dependable
user_171,74.65,45.68,71.24,76.0,34.36,100.0,100,68.8,693.0,388.26,0.0,0.21,100.0,60.0,100.0,100.0,100.0,1.01,90.9,mixed,dependable
user_172,93.22,69.96,36.14,80.95,100.0,50.32,100,74.5,34540.0,30541.01,0.15,0.03,100.0,60.0,100.0,100.0,38.59,0.99,76.9,steady,dependable
user_173,79.68,49.79,55.69,87.42,15.34,100.0,100,65.6,106995.72,96232.31,0.0,0.26,100.0,60.0,100.0,100.0,33.53,1.0,76.7,mixed,dependable
user_174,74.36,57.06,66.88,83.76,39.78,100.0,100,71.2,880.0,521.57,0.0,0.2,100.0,20.0,100.0,100.0,100.0,1.04,83.2,steady,dependable
user_175,85.15,46.37,74.55,88.77,48.48,100.0,100,75.0,2673.0,1467.4,0.0,0.18,84.55,45.0,100.0,100.0,100.0,1.09,89.8,steady,dependable
user_176,79.32,63.36,12.09,75.1,100.0,70.48,100,67.3,508.2,687.04,0.09,0.04,100.0,60.0,100.0,100.0,0.0,1.02,71.4,mixed,dependable
user_177,87.0,44.95,60.63,83.92,5.64,100.0,100,65.5,1731.6,1537.12,0.0,0.29,80.22,45.0,100.0,100.0,37.44,1.07,73.6,mixed,dependable
user_178,69.69,56.4,62.33,85.32,45.25,100.0,100,70.2,1971.28,1314.2,0.0,0.19,86.81,70.0,100.0,100.0,100.0,1.02,91.0,steady,dependable
user_179,31.47,51.27,50.41,92.22,75.32,76.78,100,62.3,48830000.0,43215165.52,0.07,0.11,100.0,60.0,100.0,100.0,38.33,1.05,81.5,mixed,dependable
user_180,74.19,62.42,41.91,92.53,81.52,59.04,100,70.0,59000.0,52251.12,0.12,0.1,100.0,80.0,100.0,96.12,38.13,1.05,86.1,steady,dependable
user_181,80.32,52.61,49.77,83.93,44.67,70.03,75,63.5,2580.0,2404.94,0.09,0.19,100.0,85.0,50.0,91.43,22.62,1.07,77.0,mixed,dependable
user_182,81.11,53.6,67.29,82.53,57.45,100.0,100,74.6,52800.0,31778.03,0.0,0.16,100.0,60.0,100.0,97.65,100.0,1.04,93.2,steady,dependable
user_183,90.44,43.94,60.92,84.09,23.02,100.0,100,68.7,20899995.6,18471824.06,0.0,0.24,100.0,60.0,100.0,93.64,38.73,1.02,78.3,mixed,dependable
user_184,90.62,49.19,54.29,87.65,10.64,100.0,100,66.7,131994.72,120347.48,0.0,0.27,100.0,60.0,100.0,96.35,29.41,1.0,75.3,mixed,dependable
user_185,88.46,48.53,56.37,87.0,51.27,78.23,85,69.0,1562.0,1374.93,0.07,0.17,100.0,60.0,75.0,90.0,39.92,1.07,77.8,mixed,dependable
user_186,81.78,36.66,65.73,94.03,0.0,100.0,90,63.4,31889.0,27584.18,0.0,0.34,80.22,45.0,100.0,100.0,45.0,1.07,75.2,mixed,dependable
user_187,57.18,63.3,60.67,87.57,61.66,68.05,100,67.9,145000.0,91863.87,0.1,0.15,100.0,80.0,100.0,100.0,100.0,1.09,100.0,mixed,dependable
user_188,68.94,61.11,36.79,85.96,86.71,44.44,100,66.4,1386.0,1372.03,0.17,0.08,100.0,60.0,100.0,100.0,3.36,1.07,75.6,mixed,dependable
user_189,70.76,48.57,65.15,74.22,45.21,100.0,100,68.7,489.06,322.89,0.0,0.19,100.0,80.0,100.0,100.0,100.0,1.06,100.0,mixed,dependable
user_190,77.9,55.45,50.94,87.85,64.06,53.55,90,66.8,2849.0,2467.61,0.14,0.14,100.0,85.0,100.0,100.0,44.62,1.05,89.4,mixed,dependable
user_191,82.39,51.07,69.22,81.4,65.96,100.0,100,76.0,814.0,436.91,0.0,0.14,100.0,60.0,100.0,100.0,100.0,1.06,95.4,steady,dependable
user_192,80.66,59.32,38.9,87.35,53.98,100.0,100,69.6,813.6,821.05,0.0,0.17,100.0,85.0,100.0,100.0,0.0,1.09,83.1,mixed,dependable
user_193,86.76,47.14,75.62,85.87,44.73,100.0,100,74.8,2431.0,1252.75,0.0,0.19,84.55,45.0,100.0,100.0,100.0,1.02,84.0,steady,dependable
user_194,79.78,68.71,39.25,79.49,100.0,48.42,100,71.9,137000.0,116672.96,0.15,0.04,100.0,50.0,100.0,100.0,49.46,1.04,80.5,steady,dependable
user_195,91.31,49.33,55.75,91.69,18.64,100.0,100,68.8,1222.65,1081.92,0.0,0.25,80.22,45.0,100.0,100.0,38.37,1.0,69.0,mixed,watch
user_196,56.99,70.48,55.08,84.81,72.39,77.48,100,70.1,814.0,483.14,0.07,0.12,100.0,85.0,100.0,100.0,100.0,1.09,100.0,steady,dependable
user_197,86.49,59.76,0.0,86.25,77.4,100.0,100,66.5,,37733708.47,0.0,0.11,0.0,80.0,100.0,100.0,0.0,1.02,51.0,mixed,watch
user_198,65.23,51.99,71.46,77.35,45.74,100.0,90,68.7,176000.0,88037.42,0.0,0.19,100.0,60.0,100.0,95.0,100.0,1.06,94.6,mixed,dependable
user_199,74.79,45.64,63.55,86.6,36.68,100.0,100,68.7,38362649.38,28037481.5,0.0,0.21,89.27,35.0,100.0,100.0,89.72,1.02,80.6,mixed,dependable
user_200,87.11,56.17,63.51,77.65,51.34,100.0,100,74.0,22610000.0,14622717.62,0.0,0.17,100.0,60.0,100.0,95.51,100.0,1.06,94.7,steady,dependable
user_201,79.98,62.04,54.44,84.56,52.14,100.0,100,72.5,17041566.39,12268155.91,0.0,0.17,96.13,20.0,100.0,96.1,93.37,1.07,82.5,steady,dependable
user_202,87.6,67.02,40.51,84.1,100.0,68.52,100,75.9,180000.0,155748.2,0.09,0.03,100.0,60.0,100.0,94.48,44.91,1.02,79.7,steady,dependable
user_203,84.77,53.32,58.69,89.59,59.32,100.0,100,74.5,2548.77,1968.62,0.0,0.15,68.68,60.0,100.0,96.19,75.87,1.02,78.3,steady,dependable
user_204,88.54,59.3,45.38,91.92,79.67,83.2,100,75.1,2024.0,1807.04,0.05,0.1,100.0,80.0,100.0,96.2,35.73,1.07,87.3,steady,dependable
user_205,79.42,52.61,52.45,91.61,58.05,76.39,85,68.3,18240000.0,16229627.93,0.07,0.15,100.0,85.0,75.0,100.0,36.74,1.07,85.4,mixed,dependable
user_206,83.11,60.3,55.27,84.31,42.3,100.0,90,70.5,1328.33,922.8,0.0,0.19,92.24,60.0,100.0,100.0,100.0,1.02,89.8,steady,dependable
user_207,67.98,46.01,71.07,72.82,37.23,100.0,100,67.6,21120.0,12478.29,0.0,0.21,100.0,85.0,100.0,100.0,100.0,1.06,100.0,mixed,dependable
user_208,42.8,44.24,61.93,87.18,46.41,78.77,100,61.1,13870000.0,11357926.97,0.06,0.18,100.0,60.0,100.0,100.0,60.37,1.05,86.2,mixed,dependable
user_209,88.88,55.45,64.66,77.98,70.41,100.0,100,77.4,21120.0,12704.5,0.0,0.12,100.0,85.0,100.0,100.0,100.0,1.01,97.2,steady,dependable
user_210,51.72,51.68,67.85,87.93,20.04,100.0,90,62.5,2916.0,1820.54,0.0,0.25,100.0,60.0,100.0,95.0,100.0,1.04,92.8,mixed,dependable
user_211,95.19,43.1,74.44,81.13,34.29,100.0,100,73.6,2618.0,1460.2,0.0,0.21,84.55,85.0,100.0,100.0,100.0,1.07,98.9,steady,dependable
user_212,83.39,66.04,38.58,79.54,99.62,52.75,100,72.5,33440000.0,30027935.12,0.14,0.05,100.0,50.0,100.0,100.0,34.01,1.04,77.3,steady,dependable
user_213,81.04,46.94,52.66,86.87,30.94,100.0,100,67.1,2445.14,2478.71,0.0,0.22,90.73,20.0,100.0,100.0,0.0,1.02,58.8,mixed,watch
user_214,81.84,45.78,60.93,85.8,7.1,100.0,100,65.1,241990.32,211486.4,0.0,0.28,100.0,60.0,100.0,100.0,42.02,1.02,80.0,mixed,dependable
user_215,86.39,52.18,61.72,90.25,39.25,100.0,100,72.4,23191.6,17243.57,0.0,0.2,65.4,35.0,100.0,100.0,85.49,1.02,73.6,steady,dependable
user_216,77.75,48.5,66.35,73.86,36.21,100.0,100,68.9,1890.72,1227.45,0.0,0.21,100.0,80.0,100.0,100.0,100.0,1.06,100.0,mixed,dependable
user_217,85.78,53.45,50.73,87.53,56.05,65.94,100,69.1,35420.0,32485.67,0.1,0.16,100.0,85.0,100.0,100.0,27.61,1.02,83.4,mixed,dependable
user_218,68.72,50.5,70.83,82.15,55.99,100.0,100,72.1,48640000.0,26394616.74,0.0,0.16,100.0,85.0,100.0,100.0,100.0,0.99,95.3,steady,dependable
user_219,86.22,58.98,56.51,82.71,53.62,100.0,100,73.7,1914.0,1303.61,0.0,0.17,80.0,80.0,100.0,100.0,100.0,1.0,90.0,steady,dependable
user_220,76.88,45.18,76.47,88.92,36.77,100.0,100,71.9,1870.0,994.9,0.0,0.21,84.55,45.0,100.0,95.72,100.0,1.04,85.0,steady,dependable
user_221,75.22,67.5,40.08,81.48,97.68,46.61,100,70.6,118000.0,100038.87,0.16,0.06,100.0,60.0,100.0,97.47,50.74,1.04,83.0,steady,dependable
user_222,67.59,57.87,59.17,83.33,49.98,100.0,100,69.9,28061.63,19902.5,0.0,0.18,85.41,70.0,100.0,95.94,96.92,1.07,93.8,mixed,dependable
user_223,71.96,71.83,55.53,86.5,86.84,57.98,100,73.7,1309.0,796.56,0.13,0.08,100.0,85.0,100.0,95.11,100.0,1.09,100.0,steady,dependable
user_224,87.97,64.37,38.38,89.44,83.37,48.77,100,71.3,36100000.0,33222827.97,0.15,0.09,100.0,60.0,100.0,94.99,26.57,1.02,76.1,steady,dependable
user_225,92.96,49.97,55.59,85.36,46.48,64.5,85,67.7,24890000.0,21514917.66,0.11,0.18,100.0,60.0,75.0,90.0,45.2,1.02,75.3,mixed,dependable
user_226,75.51,52.8,45.2,86.56,51.93,50.71,90,62.6,260000.0,259831.46,0.15,0.17,100.0,60.0,100.0,100.0,0.22,1.07,74.9,mixed,dependable
user_227,73.16,53.48,68.43,79.12,57.18,100.0,100,72.8,94000.0,51873.6,0.0,0.16,100.0,60.0,100.0,100.0,100.0,0.99,89.1,steady,dependable
user_228,74.37,55.37,52.19,91.07,76.91,73.02,100,71.6,30400000.0,25452469.36,0.08,0.11,100.0,80.0,100.0,100.0,54.25,1.09,93.6,steady,dependable
user_229,79.51,50.49,62.22,83.37,38.1,100.0,75,67.5,1298.0,968.5,0.0,0.2,100.0,60.0,50.0,94.38,84.62,1.02,80.2,mixed,dependable
user_230,85.69,72.08,39.52,79.11,100.0,57.71,100,74.5,3003.31,2475.35,0.13,0.04,81.33,50.0,100.0,100.0,58.6,1.02,76.0,steady,dependable
user_231,44.11,40.68,54.81,89.93,20.44,100.0,90,56.9,44000.0,43676.18,0.0,0.25,100.0,85.0,100.0,100.0,2.45,1.02,78.3,mixed,dependable
user_232,87.32,63.3,34.8,87.9,81.88,44.32,100,69.4,2772.0,2739.17,0.17,0.1,100.0,80.0,100.0,100.0,3.95,1.07,81.1,mixed,dependable
user_233,77.87,55.68,0.0,91.96,77.01,100.0,100,64.7,,14713048.85,0.0,0.11,0.0,80.0,100.0,100.0,0.0,1.0,50.0,mixed,watch
user_234,74.6,45.95,72.71,80.32,35.55,100.0,90,68.7,913.0,482.86,0.0,0.21,100.0,60.0,100.0,95.0,100.0,1.06,94.6,mixed,dependable
user_235,89.12,39.98,65.73,90.26,3.73,100.0,100,66.6,1019.15,864.73,0.0,0.29,100.0,60.0,100.0,100.0,50.51,1.07,85.7,mixed,dependable
user_236,20.25,55.77,58.96,74.28,72.93,100.0,100,62.6,22420000.0,15094453.26,0.0,0.12,100.0,60.0,100.0,100.0,100.0,1.01,90.9,mixed,dependable
user_237,70.75,55.6,61.87,84.74,32.19,100.0,100,68.2,28081657.26,20029839.74,0.0,0.22,95.44,20.0,100.0,100.0,95.58,1.07,83.4,mixed,dependable
user_238,64.0,42.58,69.36,86.88,36.4,100.0,100,67.2,991.4,669.66,0.0,0.21,81.3,50.0,100.0,100.0,100.0,1.04,86.1,mixed,dependable
user_239,83.68,66.88,36.82,83.21,100.0,73.2,100,74.8,1020.0,917.54,0.08,0.03,80.0,85.0,100.0,100.0,33.48,1.02,79.5,steady,dependable
user_240,85.03,61.04,40.09,85.96,73.66,49.73,100,68.8,62000.0,59210.96,0.15,0.12,100.0,80.0,100.0,95.94,14.99,1.02,78.9,mixed,dependable
user_241,74.28,71.32,44.24,78.06,75.75,41.39,100,67.7,23124129.09,17794343.13,0.18,0.11,87.77,20.0,100.0,93.34,76.83,1.04,74.2,mixed,dependable
user_242,84.2,57.18,0.0,91.51,72.79,100.0,100,65.5,,849.87,0.0,0.12,0.0,80.0,100.0,92.0,0.0,1.07,52.2,mixed,watch
user_243,0.0,45.57,72.93,71.77,48.25,100.0,100,55.8,23980.0,12425.34,0.0,0.18,100.0,85.0,100.0,95.53,100.0,1.06,100.0,mixed,dependable
user_244,82.03,56.6,50.16,86.08,69.37,80.68,100,72.0,56760.0,48199.06,0.06,0.13,100.0,85.0,100.0,93.8,50.28,1.07,91.4,steady,dependable
user_245,88.62,44.76,63.44,87.52,13.46,100.0,85,66.4,139994.4,115089.58,0.0,0.27,100.0,60.0,75.0,100.0,59.3,1.05,82.0,mixed,dependable
user_246,79.98,57.05,62.46,82.8,43.75,100.0,90,70.9,50160.0,31272.21,0.0,0.19,100.0,0.0,100.0,100.0,100.0,1.02,76.5,steady,dependable
user_247,78.58,50.54,71.47,88.07,60.28,100.0,100,75.4,2123.0,1205.4,0.0,0.15,84.55,45.0,100.0,100.0,100.0,1.09,89.8,steady,dependable
user_248,93.24,69.7,5.71,84.41,100.0,15.3,100,65.2,928.8,1231.47,0.25,0.04,100.0,60.0,100.0,100.0,0.0,1.01,70.7,mixed,dependable
user_249,85.56,51.85,57.43,90.4,32.83,100.0,100,70.3,702.0,564.11,0.0,0.22,80.22,45.0,100.0,100.0,65.47,1.07,79.6,steady,dependable
user_250,75.22,70.52,51.16,80.35,80.39,52.94,100,71.2,53680.0,37448.91,0.14,0.1,100.0,80.0,100.0,100.0,100.0,1.02,96.9,steady,dependable
user_251,74.58,49.85,60.75,87.16,33.0,100.0,100,68.2,1475.65,1080.03,0.0,0.22,93.08,60.0,100.0,100.0,89.37,1.04,89.6,mixed,dependable
user_252,55.33,45.69,76.56,76.44,25.32,100.0,90,63.7,19760000.0,9567311.38,0.0,0.24,100.0,60.0,100.0,95.0,100.0,1.06,94.6,mixed,dependable
user_253,96.72,58.88,47.63,86.31,59.54,62.24,75,69.0,2860.0,2522.21,0.11,0.15,100.0,60.0,50.0,93.29,39.37,1.02,70.8,mixed,dependable
user_254,69.83,52.44,66.74,88.07,61.71,100.0,100,73.2,2808.0,1674.5,0.0,0.15,100.0,60.0,100.0,100.0,100.0,1.06,95.4,steady,dependable
user_255,52.9,56.28,67.46,76.78,47.02,100.0,100,67.2,16530000.0,9199344.12,0.0,0.18,100.0,20.0,100.0,100.0,100.0,1.07,85.6,mixed,dependable
user_256,81.48,57.37,52.27,83.77,71.17,75.7,100,72.0,214000.0,167044.11,0.07,0.12,100.0,80.0,100.0,100.0,73.14,1.04,93.2,steady,dependable
user_257,75.53,43.41,58.45,90.79,0.58,100.0,100,62.5,1954.37,1859.02,0.0,0.3,100.0,85.0,100.0,100.0,16.26,1.07,85.1,mixed,dependable
user_258,79.9,43.45,60.08,88.34,2.49,100.0,100,63.7,941.92,827.73,0.0,0.29,82.27,85.0,100.0,100.0,40.41,1.05,83.9,mixed,dependable
user_259,83.84,66.1,52.04,82.21,69.94,61.7,75,69.5,792.0,539.65,0.11,0.13,100.0,60.0,50.0,94.7,100.0,1.09,89.1,mixed,dependable
user_260,87.8,44.76,60.67,91.72,0.0,100.0,100,65.6,29259993.84,26162869.95,0.0,0.3,100.0,85.0,100.0,94.75,35.28,1.0,82.5,mixed,dependable
user_261,76.68,48.87,71.57,72.03,38.61,100.0,100,70.0,2684.0,1455.44,0.0,0.2,100.0,60.0,100.0,96.68,100.0,1.06,94.9,steady,dependable
user_262,80.78,58.13,49.84,92.83,63.05,47.46,100,68.3,50447820.46,42192022.74,0.16,0.14,81.95,50.0,100.0,94.17,54.55,1.07,78.1,mixed,dependable
user_263,87.27,46.09,58.83,84.2,17.82,100.0,100,67.2,29700.0,26519.57,0.0,0.26,100.0,60.0,100.0,96.74,35.7,1.02,78.2,mixed,dependable
user_264,14.15,49.08,67.22,86.5,33.25,100.0,100,57.3,88000.0,56380.46,0.0,0.22,100.0,60.0,100.0,94.23,100.0,1.09,97.2,mixed,dependable
user_265,77.04,51.69,55.93,85.81,47.86,100.0,85,68.6,246832.35,204340.74,0.0,0.18,91.18,20.0,75.0,100.0,57.38,1.05,68.8,mixed,watch
user_266,44.93,62.35,38.5,79.61,100.0,49.38,90,62.9,968.0,873.61,0.15,0.04,100.0,60.0,100.0,100.0,32.5,0.99,75.7,mixed,dependable
user_267,84.12,49.8,54.49,88.81,29.86,100.0,100,68.6,1821.6,1619.73,0.0,0.23,100.0,60.0,100.0,100.0,36.94,1.0,77.4,mixed,dependable
user_268,15.56,67.0,52.55,92.6,87.08,46.97,100,60.7,2288.0,1533.15,0.16,0.08,100.0,60.0,100.0,100.0,100.0,1.02,91.8,mixed,dependable
user_269,81.76,60.7,0.0,85.35,82.85,100.0,100,66.4,,33177.76,0.0,0.09,0.0,80.0,100.0,100.0,0.0,1.07,53.5,mixed,watch
user_270,66.3,53.63,71.98,72.32,55.51,100.0,100,71.3,1713.2,859.53,0.0,0.16,82.24,85.0,100.0,100.0,100.0,0.99,90.9,steady,dependable
user_271,88.56,54.33,50.1,92.04,61.47,51.94,100,69.5,103000.0,89918.42,0.14,0.15,100.0,60.0,100.0,100.0,42.34,1.07,84.0,mixed,dependable
user_272,84.03,48.79,73.61,86.51,48.04,100.0,90,73.7,11780000.0,6054720.49,0.0,0.18,100.0,60.0,100.0,100.0,100.0,1.01,90.9,steady,dependable
user_273,61.41,61.54,61.82,83.93,43.74,100.0,100,68.8,34010000.0,22125176.22,0.0,0.19,100.0,60.0,100.0,100.0,100.0,1.02,91.8,mixed,dependable
user_274,78.74,41.47,63.06,87.48,9.18,100.0,100,64.7,2484.0,2187.98,0.0,0.28,100.0,60.0,100.0,100.0,39.72,1.02,79.5,mixed,dependable
user_275,66.83,65.73,41.66,81.27,90.7,71.58,100,70.4,18050000.0,15226110.15,0.09,0.07,100.0,60.0,100.0,100.0,52.15,1.04,83.6,steady,dependable
